Person.id|Comment.id|creationDate
8796093023907|687194770018|1318976381260
10995116278353|687194770018|1318957699715
17592186044862|687194770018|1318823834365
21990232556771|687194770018|1321110917683
26388279067426|687194770018|1331660593451
26388279067669|687194770018|1329157902757
30786325578932|687194770018|1340091942160
30786325579091|687194770018|1339092259327
32985348834375|687194770018|1344919468429
32985348834682|687194770018|1343691530987
30786325579091|687194770064|1339369369630
318|687194770065|1318877348060
2199023255981|687194770065|1319122297261
2199023256077|687194770065|1318862350386
2199023256086|687194770065|1319417210179
2199023256530|687194770065|1318965944233
2199023257239|687194770065|1318845236308
6597069766733|687194770065|1318998259678
8796093023907|687194770065|1319024679411
10995116278353|687194770065|1318951909623
17592186044862|687194770065|1318899781989
21990232556771|687194770065|1321220173707
26388279067426|687194770065|1331607900926
26388279067669|687194770065|1329076274960
30786325578932|687194770065|1340249828822
30786325579091|687194770065|1339246607188
32985348834375|687194770065|1345179514766
32985348834682|687194770065|1343734552032
2199023256300|962072677290|1340958094456
4398046511596|962072677290|1340967510829
6597069768236|962072677290|1340959712221
13194139533505|962072677290|1341357983033
13194139533535|962072677290|1340955229417
17592186045864|962072677290|1340979716774
21990232557079|962072677290|1341153394882
24189255811277|962072677290|1340956694261
24189255811566|962072677290|1341147319748
26388279067708|962072677290|1341063752670
26388279067734|962072677290|1341145151626
26388279067952|962072677290|1341149784149
26388279068081|962072677290|1341206755921
15393162789932|1099511630967|1347420865448
15393162790347|1099511630967|1347465668404
15393162790474|1099511630967|1347449150788
17592186044994|1099511630967|1347476184524
344|893353200776|1335770750933
378|893353200776|1335810919245
609|893353200776|1335795193904
987|893353200776|1335592777052
1103|893353200776|1335991011011
1219|893353200776|1335649648785
2199023255898|893353200776|1335823269923
2199023256277|893353200776|1335861605187
2199023256363|893353200776|1335626873607
2199023256744|893353200776|1335698079139
2199023257206|893353200776|1335795644044
4398046511241|893353200776|1335842309202
4398046511684|893353200776|1335592712502
4398046512201|893353200776|1335712526491
6597069767457|893353200776|1335823990923
6597069767470|893353200776|1335697824233
6597069767708|893353200776|1336026432111
6597069767868|893353200776|1335599662411
8796093022412|893353200776|1335701671997
8796093022764|893353200776|1335943214942
8796093023143|893353200776|1335617831591
8796093023577|893353200776|1335736125831
13194139533574|893353200776|1335593141809
15393162789111|893353200776|1335862006784
15393162789189|893353200776|1335794311852
15393162789219|893353200776|1335615392749
15393162789655|893353200776|1335639091330
15393162789850|893353200776|1335660014043
15393162789932|893353200776|1335622132858
15393162789951|893353200776|1335660110833
15393162790347|893353200776|1335844472814
15393162790474|893353200776|1335865962185
17592186044994|893353200776|1335633523687
17592186045261|893353200776|1335702939072
17592186045382|893353200776|1335598427797
19791209300402|893353200776|1335877995357
19791209300507|893353200776|1335832927019
19791209300831|893353200776|1335783546390
19791209301168|893353200776|1335651022509
19791209301454|893353200776|1335938622067
19791209301463|893353200776|1335610977190
21990232555524|893353200776|1335750510177
21990232555639|893353200776|1335674237313
21990232555650|893353200776|1336150864094
21990232555683|893353200776|1335621281718
21990232555940|893353200776|1335794441350
21990232556220|893353200776|1335619770545
21990232556903|893353200776|1335639778678
21990232557037|893353200776|1335641160707
24189255811164|893353200776|1335671097824
24189255811254|893353200776|1336098955813
24189255811566|893353200776|1335651235274
24189255811638|893353200776|1335809640319
24189255812765|893353200776|1335710409260
26388279066936|893353200776|1335870324101
26388279067039|893353200776|1335872443242
26388279067534|893353200776|1335876725920
26388279068296|893353200776|1335709045121
28587302322631|893353200776|1336145362764
28587302322854|893353200776|1336404515124
28587302323655|893353200776|1335606884325
30786325577960|893353200776|1344125317109
30786325578057|893353200776|1339800089375
30786325578600|893353200776|1340329604749
30786325578755|893353200776|1341392790950
30786325578904|893353200776|1339726877911
30786325578935|893353200776|1343399453450
32985348834375|893353200776|1343138344088
32985348834585|893353200776|1344619484292
6597069767470|962072677556|1340057630933
21990232555940|962072677569|1339715386762
19791209300631|412316863820|1313379219023
318|1030792154567|1346256766798
459|1030792154567|1346419758728
668|1030792154567|1346450858492
2199023256086|1030792154567|1346648297251
2199023256881|1030792154567|1346631581927
4398046511332|1030792154567|1346486933088
4398046512603|1030792154567|1346283368088
6597069767341|1030792154567|1346635405423
6597069768320|1030792154567|1346484428017
8796093022647|1030792154567|1346378712968
8796093023550|1030792154567|1346551509379
8796093023851|1030792154567|1346301657610
13194139533817|1030792154567|1346243383698
13194139533859|1030792154567|1346342815034
13194139534076|1030792154567|1346482038147
15393162788906|1030792154567|1346351740536
15393162789219|1030792154567|1346248920975
15393162790223|1030792154567|1346358492163
17592186044862|1030792154567|1346227791160
17592186045078|1030792154567|1346416421262
17592186045551|1030792154567|1346258076275
17592186045981|1030792154567|1346236076746
19791209300631|1030792154567|1346297011145
21990232556180|1030792154567|1346342961184
24189255811638|1030792154567|1346789337202
26388279067534|1030792154567|1346531437758
26388279067560|1030792154567|1346532123525
26388279067708|1030792154567|1346379265725
26388279068177|1030792154567|1346672757462
26388279068275|1030792154567|1346268416770
28587302322689|1030792154567|1346374207163
28587302323035|1030792154567|1346229098198
28587302323701|1030792154567|1346705891959
30786325577960|1030792154567|1346407195063
30786325578585|1030792154567|1346251835294
30786325578600|1030792154567|1346486041165
30786325578794|1030792154567|1346434710667
30786325579109|1030792154567|1346257649005
32985348834723|1030792154567|1346236982444
318|1030792154603|1345682383709
459|1030792154603|1345601028200
668|1030792154603|1345885786684
2199023256086|1030792154603|1346031690863
2199023256881|1030792154603|1346094564985
4398046511332|1030792154603|1345697481583
4398046512603|1030792154603|1345705827667
6597069767341|1030792154603|1345673327964
6597069768320|1030792154603|1345697282449
8796093022647|1030792154603|1345708463876
8796093023550|1030792154603|1345767443938
8796093023851|1030792154603|1345833255120
13194139533817|1030792154603|1345691903448
13194139533859|1030792154603|1345612121966
13194139534076|1030792154603|1345683309486
15393162788906|1030792154603|1345619722801
15393162789219|1030792154603|1345604308069
15393162790223|1030792154603|1345859438622
17592186044862|1030792154603|1345705570317
17592186045078|1030792154603|1345918739374
17592186045551|1030792154603|1345712144650
17592186045981|1030792154603|1345763082581
19791209300631|1030792154603|1345758275771
21990232556180|1030792154603|1345648731658
24189255811638|1030792154603|1345649862244
26388279067534|1030792154603|1345669954236
26388279067560|1030792154603|1345839888843
26388279067708|1030792154603|1345793218352
26388279068177|1030792154603|1345763295805
26388279068275|1030792154603|1345672981780
28587302322689|1030792154603|1345624294687
28587302323035|1030792154603|1345797776970
28587302323701|1030792154603|1345814759855
30786325577960|1030792154603|1345657491203
30786325578585|1030792154603|1345607533266
30786325578600|1030792154603|1345839612585
30786325578794|1030792154603|1345637659568
30786325579109|1030792154603|1345828675173
32985348833670|1030792154603|1347475653342
32985348834723|1030792154603|1345617146501
32985348834794|1030792154603|1347447104447
15393162788906|893353201174|1332447220995
13194139533859|893353201180|1332616936978
318|687194771070|1319280772077
459|687194771070|1319362136340
668|687194771070|1319254939185
2199023256086|687194771070|1319262823831
2199023256881|687194771070|1319391308921
4398046511332|687194771070|1319266692308
4398046512603|687194771070|1319351591042
6597069767341|687194771070|1319541860656
6597069768320|687194771070|1319428522553
8796093022647|687194771070|1319393683967
8796093023550|687194771070|1319580398745
8796093023851|687194771070|1319718273387
13194139533817|687194771070|1319344730844
13194139533859|687194771070|1319261977399
13194139534076|687194771070|1319250256194
15393162788906|687194771070|1319415696805
15393162789219|687194771070|1319304419949
15393162790223|687194771070|1319260717343
17592186044862|687194771070|1319286114788
17592186045078|687194771070|1319256749497
17592186045551|687194771070|1319243520991
17592186045981|687194771070|1319311151269
19791209300631|687194771070|1319372222182
21990232556180|687194771070|1320684301559
24189255811638|687194771070|1325046161387
26388279067534|687194771070|1326538069870
26388279067560|687194771070|1329691898809
26388279067708|687194771070|1330695638693
26388279068177|687194771070|1332607271903
26388279068275|687194771070|1332500316755
28587302322689|687194771070|1335196037990
28587302323035|687194771070|1335306568460
28587302323701|687194771070|1332267072222
30786325577960|687194771070|1343674557128
30786325578585|687194771070|1342244884367
30786325578600|687194771070|1340427378607
30786325578794|687194771070|1343224973822
30786325579109|687194771070|1342028041870
32985348834723|687194771070|1345154593530
318|549755817605|1309401047064
459|549755817605|1309440819750
668|549755817605|1309478691112
2199023256086|549755817605|1309551871376
2199023256881|549755817605|1309494337017
4398046511332|549755817605|1309438310257
4398046512603|549755817605|1309430007890
6597069767341|549755817605|1309735717918
6597069768320|549755817605|1309518706632
8796093022647|549755817605|1309721142508
8796093023550|549755817605|1309608664406
8796093023851|549755817605|1309686406896
13194139533817|549755817605|1309501912870
13194139533859|549755817605|1309426527720
13194139534076|549755817605|1309554103633
15393162788906|549755817605|1309486906286
15393162789219|549755817605|1309673650932
15393162790223|549755817605|1309504984760
17592186044862|549755817605|1310543325900
17592186045078|549755817605|1309467654638
17592186045551|549755817605|1309436237997
17592186045981|549755817605|1310645007974
19791209300631|549755817605|1313286816690
21990232556180|549755817605|1320757915007
24189255811638|549755817605|1324920903396
26388279067534|549755817605|1326566839755
26388279067560|549755817605|1329708884199
26388279067708|549755817605|1330712588276
26388279068177|549755817605|1332675439484
26388279068275|549755817605|1332387877293
28587302322689|549755817605|1335578314017
28587302323035|549755817605|1335280494489
28587302323701|549755817605|1332223640325
30786325577960|549755817605|1343725862704
30786325578585|549755817605|1342297032712
30786325578600|549755817605|1340232018090
30786325578794|549755817605|1343038243285
30786325579109|549755817605|1341850299142
32985348834723|549755817605|1345261667236
15393162790223|687194771089|1318199616128
668|687194771090|1318152851022
2199023256086|687194771090|1318131158011
2199023256881|687194771090|1318292492302
4398046511332|687194771090|1318201309398
4398046512603|687194771090|1318373305165
6597069767341|687194771090|1318190410445
6597069768320|687194771090|1318406194874
6597069768287|755914247900|1324011813739
17592186045370|893353201500|1344478439946
6597069767433|549755817958|1335916823747
2199023256744|549755817973|1335197631895
19791209300830|549755817973|1337958311822
13194139534770|549755817973|1318577915787
2199023255981|549755817973|1334902086379
8796093022764|549755817973|1306104827494
30786325579399|549755817973|1346005689559
2199023255663|549755817973|1337046200162
2199023255558|549755817973|1305912319536
19791209300404|549755817973|1327824758190
6597069767755|549755817973|1305846770288
6597069766914|549755817973|1323981804002
17592186045865|549755817973|1327269946493
17592186046041|549755817973|1313300418234
15393162789417|549755817973|1307812648711
30786325578029|549755817973|1338938785203
26388279068235|549755817973|1342175992884
30786325578963|549755817973|1345594345772
21990232555571|549755817973|1342478469601
13194139533523|549755817973|1345664054084
15393162788965|549755817973|1319296091203
30786325577992|549755817973|1347331048097
8796093023094|549755817973|1344243405164
13194139534430|549755817973|1336863728199
17592186045405|549755817973|1314116250761
13194139533757|549755817973|1322856518130
2199023256236|549755817973|1345653920998
2199023255760|549755817973|1336068754475
26388279067813|549755817973|1339366266661
10995116278976|549755817973|1328813519046
17592186045370|549755817973|1344710257933
32985348834423|549755817973|1346944258721
19791209300634|549755817973|1329941012324
8796093023668|549755817973|1322756334929
772|549755817973|1323682544071
998|549755817973|1323252898893
8796093022435|549755817973|1309872598198
2199023256077|549755817973|1305895004580
21990232556900|549755817973|1347154244951
6597069767433|549755817973|1335822834985
32985348834284|549755817973|1347234697562
10995116278785|549755817973|1318805504093
21990232556497|549755817973|1322001901105
2199023256403|549755817973|1321150347203
4398046512737|549755817973|1327546907557
6597069768287|549755817973|1307051843934
13194139534593|549755817973|1332130124183
19791209300796|824633725236|1327975129007
17592186045382|893353202058|1333310696575
19791209301592|893353202067|1333563982140
13194139534913|893353202069|1333346421245
2199023257206|962072678863|1340599080135
6597069766733|962072678863|1340377334255
10995116278336|962072678863|1340475165741
13194139533574|962072678863|1340412204327
13194139534913|962072678863|1340450496590
15393162789093|962072678863|1340658222607
17592186044532|962072678863|1340574518875
17592186044897|962072678863|1340752891727
17592186045382|962072678863|1340384024403
19791209300507|962072678863|1340366100218
19791209300796|962072678863|1340390035517
19791209300852|962072678863|1340431902666
19791209301592|962072678863|1340734036292
21990232555650|962072678863|1340543672961
24189255812639|962072678863|1340669588304
26388279067534|962072678863|1340595529334
26388279068009|962072678863|1340403940083
28587302322870|962072678863|1340373810814
28587302323268|962072678863|1340450979398
28587302323577|962072678863|1340398337956
30786325578676|962072678863|1341439798704
30786325578932|962072678863|1340666752842
32985348833931|962072678863|1347113365341
2199023256418|618475295478|1314740645983
19791209301592|687194772399|1320873095707
10995116278570|755914249505|1324292445042
13194139533535|755914249505|1324289186210
13194139534548|755914249505|1324401910534
13194139534624|755914249505|1324323300322
15393162788893|755914249505|1324457510410
15393162789815|755914249505|1324584772137
15393162790476|755914249505|1324313792596
17592186044857|755914249505|1324733412634
17592186045813|755914249505|1324287069234
19791209300479|755914249505|1324622704275
19791209300851|755914249505|1324300184423
21990232556491|755914249505|1324353108086
21990232556650|755914249505|1324333383056
21990232556826|755914249505|1324362067488
24189255811277|755914249505|1324484585776
24189255811940|755914249505|1326756938600
26388279066936|755914249505|1329027826890
28587302322974|755914249505|1337593311864
28587302323291|755914249505|1333866628066
30786325577752|755914249505|1339178154601
32985348834375|755914249505|1344294976710
32985348834824|755914249513|1345178901138
4398046512142|824633726302|1326388115592
465|687194772867|1320930504276
1161|687194772867|1320792207572
2199023256300|687194772867|1320709614696
2199023256418|687194772867|1320786195318
4398046511257|687194772867|1320564384116
4398046511596|687194772867|1320566209402
4398046512142|687194772867|1320647590231
4398046512267|687194772867|1320559643818
4398046512356|687194772867|1320680201395
6597069768236|687194772867|1320844304237
8796093022445|687194772867|1320824583786
8796093022887|687194772867|1320965034786
8796093022963|687194772867|1320581616014
10995116278113|687194772867|1320801678841
10995116278570|687194772867|1320736379431
13194139533535|687194772867|1320830695765
13194139534548|687194772867|1320701264213
13194139534624|687194772867|1320642366888
15393162788893|687194772867|1321039297478
15393162789815|687194772867|1320558901108
15393162790476|687194772867|1320624443949
17592186044857|687194772867|1320795913520
17592186045813|687194772867|1320581367148
465|755914249693|1325384800193
1161|755914249693|1325043846052
2199023256300|755914249693|1325011422592
2199023256418|755914249693|1325277667007
4398046511257|755914249693|1325107780899
4398046511596|755914249693|1325052728541
4398046512142|755914249693|1325025977472
4398046512267|755914249693|1325072193390
4398046512356|755914249693|1325488636484
6597069768236|755914249693|1325145232659
8796093022445|755914249693|1325087864592
8796093022887|755914249693|1325014426512
8796093022963|755914249693|1325043501902
10995116278113|755914249693|1325347554594
10995116278570|755914249693|1325087338494
13194139533535|755914249693|1325082191021
13194139534548|755914249693|1325220178590
13194139534624|755914249693|1325326554904
15393162788893|755914249693|1325008791387
15393162789815|755914249693|1325297159648
15393162790476|755914249693|1325025005198
17592186044857|755914249693|1325073682279
17592186045813|755914249693|1325074385611
19791209300479|755914249693|1325415829891
19791209300851|755914249693|1325217534066
21990232556491|755914249693|1325285771933
21990232556650|755914249693|1325265946355
21990232556826|755914249693|1325032627645
24189255811277|755914249693|1325309720069
24189255811940|755914249693|1326887834531
26388279066936|755914249693|1329138397797
28587302322974|755914249693|1337474827277
28587302323291|755914249693|1333908566470
30786325577752|755914249693|1338949455385
32985348834375|755914249693|1344134474463
32985348834824|755914249693|1345060414327
4398046511596|481036342803|1301107770634
21990232556650|481036342806|1320506321631
30786325577752|412316866083|1338947975664
465|412316866137|1294569667215
1161|412316866137|1294276219075
2199023256300|412316866137|1294416128996
2199023256418|412316866137|1294417878070
4398046511257|412316866137|1294303588474
4398046511596|412316866137|1294216269759
4398046512142|412316866137|1294247830218
4398046512267|412316866137|1294211433931
4398046512356|412316866137|1294467162194
6597069768236|412316866137|1294237244426
8796093022445|412316866137|1294191534266
8796093022887|412316866137|1294238858035
8796093022963|412316866137|1294289973062
10995116278113|412316866137|1294856877355
10995116278570|412316866137|1294197858491
13194139533535|412316866137|1295944710986
13194139534548|412316866137|1297607919412
13194139534624|412316866137|1298856905990
15393162788893|412316866137|1302726893893
15393162789815|412316866137|1304794139352
15393162790476|412316866137|1303041704841
17592186044857|412316866137|1310152699994
17592186045813|412316866137|1310841830005
19791209300479|412316866137|1314031560240
19791209300851|412316866137|1311784721869
21990232556491|412316866137|1321736747975
21990232556650|412316866137|1320497168143
21990232556826|412316866137|1322320038054
24189255811277|412316866137|1323046335788
24189255811940|412316866137|1326718718664
26388279066936|412316866137|1329061746087
28587302322974|412316866137|1337485361524
28587302323291|412316866137|1333810226310
30786325577752|412316866137|1338776973487
32985348834375|412316866137|1344369639465
32985348834824|412316866137|1345005374046
13194139534624|481036342883|1300886062684
28587302322431|343597389837|1334779685286
6597069768324|274877913126|1284355026147
13194139534076|274877913128|1297803355308
1564|274877913130|1284423341291
2199023255869|274877913130|1284416729455
4398046511257|274877913130|1284548775840
6597069767149|274877913130|1284693192026
6597069767836|274877913130|1284524289800
6597069768324|274877913130|1284398161865
13194139533500|274877913130|1297191629985
13194139534076|274877913130|1298203608646
13194139534520|274877913130|1296664810090
15393162789569|274877913130|1305745044110
15393162790400|274877913130|1302217707885
19791209300631|274877913130|1315405999188
19791209300796|274877913130|1311649093323
19791209301592|274877913130|1317451804387
24189255811801|274877913130|1327153127085
26388279066664|274877913130|1329120845855
26388279067534|274877913130|1328636552214
26388279067669|274877913130|1327811079326
28587302322431|274877913130|1334972277820
30786325578938|274877913130|1341352222873
1564|274877913157|1285078826230
2199023255869|274877913157|1285172626513
4398046511257|274877913157|1285313493875
6597069767149|274877913157|1285135856975
6597069767836|274877913157|1285258483538
6597069768324|274877913157|1285148486912
13194139533500|274877913157|1296827783267
13194139534076|274877913157|1297766410354
13194139534520|274877913157|1296447238628
15393162789569|274877913157|1305179608031
15393162790400|274877913157|1302218478586
19791209300631|274877913157|1315212584115
19791209300796|274877913157|1311577853426
19791209301592|274877913157|1317421965971
24189255811801|274877913157|1327255873207
26388279066664|274877913157|1328753299458
26388279067534|274877913157|1328429865968
26388279067669|274877913157|1327835318445
28587302322431|274877913157|1334823699282
30786325578938|274877913157|1341197420179
26388279067669|824633727085|1330016661078
28587302322431|824633727096|1335015444423
1564|962072680616|1339627965269
2199023255869|962072680616|1339792413445
4398046511257|962072680616|1339639167214
6597069767149|962072680616|1339464436744
6597069767836|962072680616|1339683603408
6597069768324|962072680616|1339606797167
13194139533500|962072680616|1339932607460
13194139534076|962072680616|1339499326994
13194139534520|962072680616|1339584906587
15393162789569|962072680616|1339461078685
15393162790400|962072680616|1339443981211
19791209300631|962072680616|1339579672206
19791209300796|962072680616|1339419747756
19791209301592|962072680616|1339431417899
24189255811801|962072680616|1339419586762
26388279066664|962072680616|1339501936788
26388279067534|962072680616|1339437867093
26388279067669|962072680616|1339624039055
28587302322431|962072680616|1339814960565
30786325578938|962072680616|1341346811178
2199023255869|412316866736|1297780326277
28587302322431|412316866746|1334735957722
24189255811801|893353203970|1332690985378
6597069766998|824633727626|1328168902251
1564|824633727651|1328169046032
150|824633728045|1329833194459
870|824633728045|1329895346365
2199023255952|824633728045|1330036406510
2199023256236|824633728045|1329734095136
2199023256472|824633728045|1329801751585
2199023256816|824633728045|1330235145909
2199023257034|824633728045|1329751347987
2199023257206|824633728045|1329730301467
2199023257232|824633728045|1329854383724
4398046511177|824633728045|1329811580168
4398046511667|824633728045|1329888172214
4398046512142|824633728045|1329720922987
4398046512356|824633728045|1329779092052
4398046512548|824633728045|1329810825159
6597069768211|824633728045|1329758610510
8796093023234|824633728045|1329862208104
8796093023550|824633728045|1330032311118
10995116278259|824633728045|1329864234822
10995116278757|824633728045|1329808751938
10995116279390|824633728045|1329884852682
13194139534730|824633728045|1330027445705
15393162789093|824633728045|1329770799140
15393162789815|824633728045|1329940557809
15393162790347|824633728045|1329884320982
17592186044868|824633728045|1329748563111
17592186045864|824633728045|1329719231390
19791209300507|824633728045|1329856280408
19791209300608|824633728045|1329775132686
19791209300961|824633728045|1330049538674
19791209301121|824633728045|1329780081797
21990232556220|824633728045|1329729409724
24189255811566|824633728045|1329834877826
24189255811663|824633728045|1329810747754
24189255812226|824633728045|1329756068978
26388279066936|824633728045|1329978667566
26388279067625|824633728045|1329762507373
26388279067734|824633728045|1329880009367
26388279067952|824633728045|1331478978828
26388279068206|824633728045|1330045200705
26388279068269|824633728045|1331143528564
28587302323655|824633728045|1333411526175
