Person.id|Person.id|creationDate
28587302322873|32985348834375|1343809407163
8796093023143|8796093023550|1288605255517
8796093023143|8796093023851|1288961963446
8796093023143|13194139533817|1297880550418
8796093023143|13194139533859|1296723348171
8796093023143|13194139534076|1297462179466
8796093023143|15393162788906|1303252231590
8796093023143|15393162789219|1301890442742
8796093023143|15393162790223|1303659390785
8796093023143|17592186044862|1310069010289
8796093023143|17592186045078|1306514054426
8796093023143|17592186045551|1307067752371
8796093023143|17592186045981|1310297564972
8796093023143|19791209300631|1313274143914
8796093023143|21990232556180|1320674317917
8796093023143|24189255811638|1324853444015
8796093023143|26388279067534|1326474482824
8796093023143|26388279067560|1329629725314
8796093023143|26388279067708|1330691943465
8796093023143|26388279068177|1332584850826
8796093023143|26388279068275|1332334403170
8796093023143|28587302322689|1335135490473
8796093023143|28587302323035|1335203965695
8796093023143|28587302323701|1332145138791
8796093023143|30786325577960|1343580869642
8796093023143|30786325578585|1342126355237
8796093023143|30786325578600|1340195297126
8796093023143|30786325578794|1343023261286
8796093023143|30786325579109|1341811143779
8796093023143|32985348833670|1347472802849
8796093023143|32985348834723|1345150636797
8796093023143|32985348834794|1347384871971
13194139533850|13194139534913|1298969201602
13194139533850|15393162789093|1305589243007
13194139533850|17592186044532|1308855355593
13194139533850|17592186044897|1310879024636
13194139533850|17592186045382|1306215975114
13194139533850|19791209300507|1315730725136
13194139533850|19791209300796|1313515122650
13194139533850|19791209300852|1311917411218
13194139533850|19791209301592|1316723831635
13194139533850|21990232555650|1318879436640
13194139533850|24189255812639|1325064446409
13194139533850|26388279067534|1328030712368
13194139533850|26388279068009|1326834971523
13194139533850|28587302322870|1336118980545
13194139533850|28587302323268|1334050941269
13194139533850|28587302323577|1334270650778
13194139533850|30786325578676|1341437188151
13194139533850|30786325578932|1340613692003
13194139533850|32985348833931|1347047170958
15393162789992|32985348834375|1343406162631
17592186044504|19791209300479|1313176975371
17592186044504|21990232555658|1319918982184
17592186044504|21990232555834|1320628421306
17592186044504|24189255811663|1323684688146
17592186044504|26388279066936|1331308448559
17592186044504|26388279067625|1326612676963
17592186044504|28587302322372|1334172158759
17592186044810|19791209301592|1316203895006
17592186044810|21990232556410|1316699902533
17592186044810|30786325578932|1339327484077
19791209300058|19791209300631|1314841910631
19791209300058|21990232555524|1317967619340
19791209300058|24189255811940|1325959621821
19791209300058|24189255812733|1325954992369
2199023257128|4398046511257|1277868646830
2199023257128|4398046511596|1279798350204
2199023257128|4398046512142|1274616130243
2199023257128|4398046512267|1277944446966
2199023257128|4398046512356|1277392804415
2199023257128|6597069768236|1283611955066
2199023257128|8796093022445|1287814247965
2199023257128|8796093022887|1284596391651
2199023257128|8796093022963|1289065703237
2199023257128|10995116278113|1294467179461
2199023257128|10995116278570|1290401236106
2199023257128|13194139533535|1295795688949
2199023257128|13194139534548|1297590709828
2199023257128|13194139534624|1298844679283
2199023257128|15393162788893|1302693297319
2199023257128|15393162789815|1304729265603
2199023257128|15393162790476|1302935394022
2199023257128|17592186044857|1310020221920
2199023257128|17592186045813|1310445502677
2199023257128|19791209300479|1313716944796
2199023257128|19791209300851|1311360769364
2199023257128|21990232556491|1321725087626
2199023257128|21990232556650|1320472909743
2199023257128|21990232556826|1322207311996
2199023257128|24189255811277|1322941753005
2199023257128|24189255811940|1326672344824
2199023257128|26388279066936|1328892095702
2199023257128|28587302322974|1337372822783
2199023257128|28587302323291|1333632555564
2199023257128|30786325577752|1338727131109
2199023257128|32985348834375|1344043940493
2199023257128|32985348834824|1344973003482
4398046512764|6597069768211|1282644217555
4398046512764|8796093023560|1287646751165
4398046512764|10995116279452|1293746537193
4398046512764|15393162790400|1303017345050
4398046512764|17592186044425|1308522885373
4398046512764|17592186045238|1304879493851
4398046512764|26388279066885|1330841671886
4398046512764|26388279067066|1328058806262
4398046512764|26388279067086|1333012572595
4398046512764|30786325578932|1338722652429
4398046512764|30786325579394|1338188330435
6597069766961|6597069767149|1280290364019
6597069766961|6597069767836|1280523973273
6597069766961|6597069768324|1279853079122
6597069766961|13194139533500|1296762503899
6597069766961|13194139534076|1297761173657
6597069766961|13194139534520|1296351298679
6597069766961|15393162789569|1305178250612
6597069766961|15393162790400|1302155794885
6597069766961|19791209300631|1315154749822
6597069766961|19791209300796|1311573295558
6597069766961|19791209301592|1317327554395
6597069766961|24189255811801|1327132892703
6597069766961|26388279066664|1328711746427
6597069766961|26388279067534|1328426480400
6597069766961|26388279067669|1327670468135
6597069766961|28587302322431|1334709018426
6597069766961|30786325578938|1341176025453
8796093022367|13194139534076|1298794365673
8796093022367|13194139534451|1301032451093
8796093022367|15393162788906|1304512515661
8796093022367|15393162789093|1305345654224
8796093022367|15393162790400|1302403490093
8796093022367|17592186044532|1308398107629
8796093022367|17592186044897|1309065739167
8796093022367|17592186045497|1309984014459
8796093022367|17592186046041|1311539445942
8796093022367|19791209300317|1313902158037
8796093022367|19791209300796|1313306913634
8796093022367|21990232555524|1319968819847
8796093022367|21990232555650|1317692361896
8796093022367|21990232556299|1320265495676
8796093022367|21990232556811|1318890335883
8796093022367|24189255812295|1324711136065
8796093022367|26388279068009|1326865364515
8796093022367|28587302323175|1337241584036
8796093022367|28587302323441|1332313350196
8796093022367|30786325578383|1339138671879
8796093022367|30786325578932|1338249098718
8796093022641|8796093023234|1289847965931
8796093022641|8796093023550|1290134257922
8796093022641|10995116278259|1295189220225
8796093022641|10995116278757|1293447786836
8796093022641|10995116279390|1293563106358
8796093022641|13194139534730|1295834249549
8796093022641|15393162789093|1303740693447
8796093022641|15393162789815|1305050176465
8796093022641|15393162790347|1303551062330
8796093022641|17592186044868|1311358745998
8796093022641|17592186045864|1306242977561
8796093022641|19791209300507|1316247978863
8796093022641|19791209300608|1313393798353
8796093022641|19791209300961|1316150161444
8796093022641|19791209301121|1312533550571
8796093022641|21990232556220|1317524416354
8796093022641|24189255811566|1324897844120
8796093022641|24189255811663|1323546934919
8796093022641|24189255812226|1324654776545
8796093022641|26388279066936|1329923792082
8796093022641|26388279067625|1328793498925
8796093022641|26388279067734|1329857802555
8796093022641|26388279067952|1331431477442
8796093022641|26388279068206|1328629817684
8796093022641|26388279068269|1331105198748
8796093022641|28587302323655|1333307293718
8796093022641|28587302323722|1335819263021
8796093022641|30786325578932|1339141554524
8796093022764|8796093022928|1289827237317
8796093022764|8796093023897|1289846307559
8796093022764|8796093023907|1288560057818
8796093022764|10995116278268|1292903587021
8796093022764|10995116278915|1291987154531
8796093022764|10995116279093|1291596588964
8796093022764|10995116279390|1293920933309
8796093022764|13194139533505|1297140639811
8796093022764|13194139534721|1300842579351
8796093022764|15393162788893|1303231035005
8796093022764|15393162789575|1302867223339
8796093022764|15393162789604|1302483551735
8796093022764|15393162789769|1305603930907
8796093022764|15393162789951|1301882535177
8796093022764|17592186044868|1310414646779
8796093022764|17592186044991|1307755124662
8796093022764|17592186045405|1307474429315
8796093022764|17592186045813|1308779742682
8796093022764|19791209300831|1314121701896
8796093022764|21990232555834|1320390305255
8796093022764|21990232555940|1318842397850
8796093022764|21990232556410|1317549976171
8796093022764|21990232556476|1318769465412
8796093022764|21990232556826|1320550816311
8796093022764|21990232557079|1318424011020
8796093022764|24189255811719|1325462217136
8796093022764|24189255811940|1326242391685
8796093022764|24189255812045|1326332289057
8796093022764|24189255812629|1321492636688
8796093022764|24189255812657|1326295669539
8796093022764|24189255812733|1325975065487
8796093022764|26388279067478|1329544385620
8796093022764|26388279067708|1329986494095
8796093022764|26388279067734|1329635652190
8796093022764|26388279067796|1328897439315
8796093022764|26388279067952|1331307637985
8796093022764|26388279068275|1331225031385
8796093022764|28587302322471|1337468223881
8796093022764|28587302322854|1335339756532
8796093022764|30786325578585|1341407867712
8796093022764|30786325578737|1340272216965
8796093022764|30786325579121|1339205220670
8796093022764|30786325579180|1338387886774
8796093022764|32985348833438|1343389957760
8796093022764|32985348833548|1344472367136
8796093022764|32985348833559|1345621009924
8796093022764|32985348833653|1344224720542
8796093022764|32985348834375|1343438621207
8796093022764|32985348834824|1344498606372
15393162789410|15393162790347|1302839912591
15393162789410|19791209301454|1312504785228
15393162789410|24189255811254|1325375225648
15393162789410|26388279066664|1328232352329
15393162789410|26388279068150|1329829446830
15393162789410|28587302322548|1336807871452
15393162789410|30786325578585|1342585656937
15393162789410|30786325578932|1340566603221
19791209301403|21990232556891|1320380814173
19791209301403|26388279067479|1332260330143
19791209301403|26388279068177|1331472126470
19791209301403|30786325578383|1338672024407
19791209301403|30786325578585|1342440196365
19791209301403|32985348834879|1344844198787
19791209301577|19791209301605|1311820487737
19791209301577|21990232555658|1318981068612
19791209301577|21990232556410|1317251406647
19791209301577|24189255811381|1325979819280
19791209301577|24189255811566|1323605117205
19791209301577|26388279067047|1328676606526
19791209301577|28587302323020|1333974892083
19791209301577|32985348833467|1345787285981
19791209301577|32985348834375|1344346133181
19791209301577|32985348834886|1346837724585
21990232555940|21990232556482|1320770128319
21990232555940|21990232557038|1318786744447
21990232555940|24189255811663|1325168780981
21990232555940|24189255812053|1326335680463
21990232555940|24189255812629|1321598105824
21990232555940|26388279066936|1329771111311
21990232555940|26388279067159|1329616368626
21990232555940|26388279067796|1330516262285
21990232555940|26388279068275|1330798567705
21990232555940|28587302322530|1333617405278
21990232555940|28587302322537|1335057440758
21990232555940|28587302322854|1335212403983
21990232555940|28587302323597|1336627476537
21990232555940|30786325578755|1338939321634
21990232555940|30786325579121|1340736465645
21990232555940|32985348834794|1347173818265
24189255811398|24189255812580|1326165020110
24189255811398|28587302323020|1335315092331
24189255811398|28587302323268|1333370382439
24189255811398|28587302323441|1333342778220
24189255811398|28587302323722|1335315649210
28587302322686|28587302322741|1337084932238
28587302322686|28587302322837|1335442538348
28587302322686|28587302323141|1337408126104
28587302322686|28587302323592|1337182270750
28587302322686|30786325578029|1340302026030
28587302322686|32985348834585|1342609627214
30786325579136|32985348833931|1345263889881
30786325579136|32985348834937|1346355880092
4398046511463|6597069768005|1281031503252
4398046511463|10995116278980|1291102775250
4398046511463|13194139534076|1298178114184
4398046511463|13194139534332|1295097953706
4398046511463|13194139534520|1295111741241
4398046511463|13194139534982|1298928836739
4398046511463|17592186046083|1308807992174
4398046511463|19791209301252|1311848345695
4398046511463|19791209301554|1311511763511
4398046511463|21990232557176|1318974957089
4398046511463|24189255812765|1322478444875
4398046511463|26388279066664|1327356726079
4398046511463|26388279067534|1328440032061
4398046511463|26388279067669|1327583926582
4398046511463|28587302322865|1333639265848
4398046511463|28587302323175|1336585862405
4398046511463|28587302323722|1335018757209
4398046511463|30786325578056|1341657362270
4398046511463|30786325578383|1339446356188
4398046511463|32985348833794|1344174542327
4398046511463|32985348834585|1344546831626
4398046512636|15393162790275|1302050482557
4398046512636|19791209301132|1314310887189
4398046512636|32985348833548|1345629496200
6597069767625|6597069767686|1283482900917
6597069767625|13194139534191|1297365901022
6597069767625|13194139534548|1298183962273
6597069767625|30786325578932|1338195139581
6597069767625|32985348833579|1347232395183
8796093022467|8796093023017|1286733578864
8796093022467|8796093023506|1289004949568
8796093022467|10995116278625|1295150500502
8796093022467|13194139533505|1298199431785
8796093022467|13194139533574|1297484328983
8796093022467|13194139534382|1298510587686
8796093022467|13194139534853|1300696642798
8796093022467|15393162789084|1304486888506
8796093022467|15393162789787|1303104208977
8796093022467|15393162790167|1305425686928
8796093022467|17592186044862|1310013641057
8796093022467|17592186044994|1307928681689
8796093022467|17592186045405|1307137175519
8796093022467|17592186045408|1307481450545
8796093022467|19791209300402|1313157503914
8796093022467|19791209301454|1312803871179
8796093022467|19791209301577|1311407092770
8796093022467|19791209301592|1317459625551
8796093022467|21990232555571|1321370962790
8796093022467|21990232556410|1316265363343
8796093022467|21990232556585|1321473229557
8796093022467|21990232556900|1317314866707
8796093022467|24189255811566|1322825802717
8796093022467|26388279066885|1330729081166
8796093022467|26388279067047|1329654869631
8796093022467|26388279067066|1327541119742
8796093022467|26388279067534|1326534810054
8796093022467|26388279067635|1330681932023
8796093022467|26388279068150|1331004577207
8796093022467|28587302322548|1337695276004
8796093022467|30786325577877|1339167960173
8796093022467|30786325577977|1341602608593
8796093022467|32985348833404|1346185172913
8796093022467|32985348833438|1342888562517
8796093022467|32985348833548|1345209621783
8796093022467|32985348833673|1344239335378
8796093022467|32985348834375|1344261081314
8796093022467|32985348834873|1345111400082
8796093022467|32985348834886|1345144495114
13194139533332|13194139534076|1297950499226
13194139533332|13194139534982|1297982914507
13194139533332|19791209300796|1312362113353
13194139533332|21990232556811|1319129707167
13194139533332|24189255811164|1326960039538
13194139533332|24189255811726|1324870270538
13194139533332|32985348833314|1345134533884
13194139533589|21990232557038|1316292330466
13194139533589|26388279067534|1326629305665
13194139533589|28587302322686|1337053052270
13194139533589|30786325579109|1339722241225
21990232556536|24189255812295|1325281863840
21990232556536|26388279067625|1327412945798
24189255811694|24189255811940|1326340842160
24189255811694|26388279067734|1330026342229
24189255811694|30786325577977|1341010002578
24189255811694|30786325578144|1339763400500
24189255811694|32985348834375|1344279371939
24189255812103|26388279067534|1326884951334
30786325577960|30786325578676|1342444892698
30786325577960|30786325578935|1342566727102
30786325577960|32985348833537|1344552081302
30786325577960|32985348834053|1343264716540
30786325577960|32985348834375|1344129414756
30786325577960|32985348834585|1342463834485
30786325578795|32985348833438|1343305041392
30786325578795|32985348833887|1347065714007
30786325579035|30786325579109|1341609346862
30786325579035|32985348834375|1345000239398
32985348834823|32985348834961|1345608139961
2199023255981|2199023256816|1273764010723
2199023255981|2199023257239|1271672714472
2199023255981|4398046511587|1276345756287
2199023255981|4398046512548|1275910992207
2199023255981|6597069767067|1285350135239
2199023255981|6597069767851|1284123405987
2199023255981|10995116278353|1294054306431
2199023255981|13194139534485|1299117409265
2199023255981|13194139534803|1298396547047
2199023255981|15393162788906|1303736418864
2199023255981|15393162789815|1303768607559
2199023255981|17592186044808|1308376296045
2199023255981|17592186045238|1306357217625
2199023255981|19791209301471|1315319842834
2199023255981|21990232556141|1322074563885
2199023255981|21990232556497|1316543747783
2199023255981|24189255811254|1323274985051
2199023255981|24189255812607|1324024809104
2199023255981|24189255812639|1325327593987
2199023255981|26388279067426|1331536177402
2199023255981|26388279067534|1326669632542
2199023255981|30786325578932|1339023855581
2199023255981|30786325579091|1338614698704
2199023255981|32985348834873|1344229444595
2199023256530|2199023256668|1271261489463
2199023256530|4398046512194|1279887080553
2199023256530|4398046512764|1276539060531
2199023256530|6597069767242|1280939277781
2199023256530|8796093022467|1287029682351
2199023256530|8796093023234|1288538492782
2199023256530|8796093023560|1288106762734
2199023256530|10995116279390|1294195227092
2199023256530|13194139534485|1298351381115
2199023256530|13194139534652|1298264638778
2199023256530|15393162789569|1304247119591
2199023256530|17592186045238|1304925681285
2199023256530|19791209300058|1315627755495
2199023256530|19791209300474|1314695933241
2199023256530|21990232556771|1319957393934
2199023256530|24189255812226|1324508490993
2199023256530|26388279068206|1330398807607
2199023256530|28587302322537|1333099567587
2199023256530|30786325578383|1339944975141
2199023256530|30786325578932|1339409787084
2199023256530|30786325579394|1337602205525
2199023256530|32985348834375|1345578666471
2199023256530|32985348834682|1344316792921
4398046511535|6597069767708|1283675631187
4398046511535|6597069767836|1280368386156
4398046511535|10995116278292|1294207660443
4398046511535|13194139533859|1294386434818
4398046511535|13194139534520|1297589293480
4398046511535|13194139534982|1298720601623
4398046511535|17592186044731|1306027501957
4398046511535|19791209300326|1311875774031
4398046511535|19791209301592|1315505630134
4398046511535|21990232556811|1318546162566
4398046511535|24189255811663|1325251811469
4398046511535|24189255812607|1324040930969
4398046511535|26388279066664|1327542741848
4398046511535|26388279067534|1327449289187
4398046511535|28587302322865|1334369946272
4398046511535|30786325577859|1340744636922
4398046511535|32985348834886|1345436275007
6597069768287|13194139534154|1297810048490
6597069768287|32985348834375|1343989001271
10995116278915|13194139533533|1296526110959
10995116278915|13194139533792|1298014931693
10995116278915|13194139534154|1296267189838
10995116278915|13194139534548|1297432459260
10995116278915|13194139534624|1296891970586
10995116278915|15393162788893|1303473419821
10995116278915|15393162790474|1304950650073
10995116278915|17592186044991|1306266001097
10995116278915|17592186044994|1307595364432
10995116278915|17592186045261|1307870536083
10995116278915|19791209301121|1312980414706
10995116278915|19791209301132|1314467169007
10995116278915|21990232555834|1320007527768
10995116278915|21990232555889|1320905846432
10995116278915|21990232555940|1319580950543
10995116278915|21990232556482|1317996660665
10995116278915|21990232556497|1317979886888
10995116278915|21990232556947|1317036626181
10995116278915|21990232557038|1318093259067
10995116278915|24189255811254|1324855777063
10995116278915|24189255811663|1322888780837
10995116278915|24189255811707|1321571607178
10995116278915|24189255812226|1325495753100
10995116278915|26388279067066|1329616145475
10995116278915|26388279067512|1330431352972
10995116278915|26388279067871|1328616908068
10995116278915|28587302323597|1336263127991
10995116278915|28587302323642|1334638599774
10995116278915|28587302323673|1333932773424
10995116278915|30786325578485|1341702879262
10995116278915|30786325578747|1341741752355
10995116278915|30786325579180|1339893868857
10995116278915|30786325579189|1339192989881
10995116278915|32985348833315|1344635022614
10995116278915|32985348833679|1345876368262
15393162789569|15393162790400|1306532042349
15393162789569|17592186044862|1310007813028
15393162789569|17592186045168|1308627903495
15393162789569|17592186045334|1310579015998
15393162789569|17592186045803|1308501777621
15393162789569|17592186045864|1304955385840
15393162789569|17592186046041|1310440696704
15393162789569|19791209300020|1313572995267
15393162789569|19791209300402|1311440988922
15393162789569|19791209300830|1311762290584
15393162789569|19791209301505|1312524569514
15393162789569|21990232555524|1317877367101
15393162789569|21990232556811|1319649168766
15393162789569|21990232556897|1319729588953
15393162789569|24189255812226|1323637067145
15393162789569|26388279067479|1331370975218
15393162789569|26388279068150|1329104812906
15393162789569|26388279068176|1331101703478
15393162789569|30786325577877|1338879896682
15393162789569|30786325578056|1341115394554
15393162789569|30786325578383|1338518132405
15393162789569|30786325578585|1341442320131
15393162789569|32985348834375|1345113530009
15393162789569|32985348834937|1345829691448
17592186044824|17592186045408|1308987794993
17592186044824|17592186045739|1309806890584
17592186044824|24189255811566|1325141303389
17592186044824|26388279066885|1330416434629
17592186044824|26388279066928|1327857451757
17592186044824|26388279068009|1327660188996
17592186044824|30786325578585|1341178018889
17592186045865|19791209300370|1313701424028
17592186045865|19791209301605|1313715384756
17592186045865|21990232555586|1317630031265
17592186045865|21990232555611|1322963527123
17592186045865|21990232555934|1320057032737
17592186045865|21990232556528|1319992176212
17592186045865|21990232556605|1319872100000
17592186045865|24189255811481|1324534490923
17592186045865|24189255811778|1323113939288
17592186045865|24189255812660|1326613503929
17592186045865|24189255812756|1325925458055
17592186045865|26388279066928|1326735782240
17592186045865|26388279067108|1329763649576
17592186045865|26388279067771|1330836661967
17592186045865|26388279068206|1328354227958
17592186045865|28587302323268|1332944153225
17592186045865|30786325578383|1338757571548
17592186045865|30786325578585|1341600165504
17592186045865|30786325578724|1342292697488
17592186045865|30786325578932|1338593764890
17592186045865|30786325579297|1342272663549
17592186045865|32985348833536|1347478056309
17592186045865|32985348833995|1345432246821
17592186045981|19791209300405|1314242786415
17592186045981|19791209301471|1315769371470
17592186045981|21990232556220|1318593130754
17592186045981|24189255811719|1323596147974
17592186045981|24189255812607|1323947685497
17592186045981|26388279067426|1333494208877
17592186045981|26388279067560|1330771937793
17592186045981|28587302323175|1336102198673
17592186045981|32985348833670|1345857666318
17592186045981|32985348834530|1346523663837
17592186045981|32985348834937|1346207314412
19791209300474|19791209300852|1314123817856
19791209300474|19791209301138|1315323380460
19791209300474|19791209301354|1315142870203
19791209300474|19791209301554|1315773279059
19791209300474|24189255811663|1324852091459
19791209300474|24189255812268|1324833998491
19791209300474|26388279066717|1326524344370
19791209300474|28587302322537|1333905076881
19791209300474|28587302322946|1334017777935
19791209300474|28587302323020|1335030229541
19791209300474|28587302323291|1332776848393
19791209300474|28587302323345|1337862346765
19791209300474|30786325578088|1338977909352
19791209300474|30786325578194|1337215028820
19791209300474|30786325578932|1339572537585
19791209300474|32985348834301|1346161040092
19791209300474|32985348834873|1345788459676
19791209301463|26388279068275|1332261919292
21990232556180|21990232556220|1321270383807
21990232556180|21990232556441|1322034917329
21990232556180|24189255811566|1323716524474
21990232556180|24189255811638|1325446705851
21990232556180|24189255811862|1323159417639
21990232556180|26388279068177|1332649926666
21990232556180|28587302323430|1332260658752
26388279068269|28587302323430|1333358709829
26388279068269|32985348833796|1345566293246
26388279068269|32985348834096|1344333862712
26388279068269|32985348834284|1344015030645
28587302322755|28587302322974|1337522033295
1219|4398046512194|1278586651283
1219|4398046512201|1274633043391
1219|13194139533574|1299216873663
1219|15393162790347|1303426103503
1219|24189255811663|1323359083454
1219|26388279067534|1327547377337
1219|26388279068275|1331671687342
1219|28587302322499|1334710100685
1219|30786325577960|1343834046127
1219|30786325578258|1342950503155
8796093022290|28587302322537|1334738745387
8796093023634|13194139533574|1297158275132
8796093023634|15393162790347|1303603332770
8796093023634|24189255811566|1324443202599
8796093023634|24189255812226|1323841199313
8796093023634|32985348833548|1344936646828
15393162789560|15393162790406|1301850564845
15393162789560|17592186045739|1310390465859
15393162789560|17592186045865|1306195838469
15393162789560|19791209300004|1314722568664
15393162789560|21990232555850|1317374917740
15393162789560|24189255812226|1325464549276
15393162789560|26388279067551|1328899612578
15393162789560|30786325578383|1339109968014
15393162789560|32985348833548|1344268621529
15393162789560|32985348833579|1347380320881
17592186044532|17592186045382|1308115621128
17592186044532|17592186045497|1309811012914
17592186044532|17592186045551|1309148182916
17592186044532|17592186045865|1309895538169
17592186044532|19791209300507|1315937047049
17592186044532|19791209300631|1314160815263
17592186044532|19791209300796|1313289855375
17592186044532|21990232556410|1315615969317
17592186044532|21990232556528|1319327690646
17592186044532|24189255811663|1324260724497
17592186044532|24189255812226|1325118882436
17592186044532|24189255812556|1322460383441
17592186044532|26388279067534|1328372082000
17592186044532|26388279067551|1328964409058
17592186044532|26388279068009|1328180277260
17592186044532|28587302323020|1334591863120
17592186044532|28587302323035|1336087173110
17592186044532|30786325578383|1338916909516
17592186044532|30786325578585|1342854453936
17592186044532|35184372089981|1347235240016
17592186044568|28587302322537|1333961170690
17592186044568|32985348833536|1347005529743
19791209300796|21990232555524|1319371103308
19791209300796|21990232556811|1320466677421
19791209300796|24189255811164|1327140725410
19791209300796|24189255811227|1325436011243
19791209300796|26388279067534|1326815612848
19791209300796|26388279067669|1329619020788
19791209300796|26388279068009|1326991913442
19791209300796|28587302323268|1332716222466
19791209300796|30786325577960|1342253248052
19791209300796|30786325578932|1339910839505
19791209300796|30786325579380|1341345543842
19791209300796|32985348833438|1344390036962
19791209300796|32985348833931|1346194212538
19791209300796|32985348834053|1344409875801
19791209300796|32985348834723|1344864233990
21990232556771|26388279066885|1329263016202
21990232556771|26388279067534|1327366274534
21990232556771|30786325578194|1338652243486
21990232556771|30786325578383|1338012631152
