Person.id|Post.id|creationDate
2199023256086|687194770225|1331294466929
318|549755816789|1338959046577
2199023255981|549755816789|1320573568357
2199023256086|549755816789|1346476278090
2199023256530|549755816789|1315476946421
2199023257239|549755816789|1329732416722
10995116278353|549755816789|1334528819741
17592186044862|549755816789|1311775737301
21990232556771|549755816789|1333184457232
26388279067426|549755816789|1333798234779
26388279067669|549755816789|1331792273886
318|549755816798|1339301215560
2199023255981|549755816798|1320594990567
2199023256086|549755816798|1346598335794
2199023256530|549755816798|1315516301077
2199023257239|549755816798|1329743662317
10995116278353|549755816798|1334388576964
17592186044862|549755816798|1312054809815
21990232556771|549755816798|1333317897127
26388279067426|549755816798|1333505452726
26388279067669|549755816798|1331925048603
318|618475293553|1327869521805
318|893353200503|1347354270316
2199023255981|893353200503|1342810131942
2199023256086|893353200503|1343477970097
2199023256530|893353200503|1347061372499
6597069766733|893353200503|1346947688858
10995116278353|893353200503|1344426473318
17592186044862|893353200503|1347304969601
26388279067426|893353200503|1335609615002
30786325579091|893353200503|1345601931084
318|618475293583|1326672753764
2199023256077|618475293583|1318737278302
2199023257239|618475293583|1316224954581
8796093023907|618475293583|1332455427398
10995116278353|618475293583|1339107666536
17592186044862|618475293583|1346961111238
26388279067669|618475293583|1345956455112
30786325579091|618475293583|1339465428691
4398046511596|893353200601|1345906123561
6597069768236|893353200601|1341524308841
13194139533535|893353200601|1333290400656
26388279067734|893353200601|1334466760694
6597069768236|962072677366|1347217686634
13194139533535|962072677368|1346062041146
2199023256300|962072677383|1343317824394
26388279068081|962072677383|1340962586814
2199023256300|962072677395|1343634178008
26388279068081|962072677395|1340844667832
2199023256300|893353200669|1338718579180
6597069768236|893353200669|1340950256065
13194139533505|893353200669|1337312569366
17592186045864|893353200669|1338347997525
26388279067708|893353200669|1345837247355
26388279067734|893353200669|1343414078825
26388279068081|893353200669|1334539008837
318|1030792154511|1344285371475
459|1030792154511|1344178867550
668|1030792154511|1344452884660
2199023256086|1030792154511|1344365637922
2199023256881|1030792154511|1344146687457
4398046511332|1030792154511|1344247129490
4398046512603|1030792154511|1344249349301
6597069767341|1030792154511|1344464083771
6597069768320|1030792154511|1344256151918
8796093022647|1030792154511|1344296411852
8796093023550|1030792154511|1344152631497
8796093023851|1030792154511|1344186983157
13194139533817|1030792154511|1344476160613
13194139533859|1030792154511|1344401959008
13194139534076|1030792154511|1344149301019
15393162788906|1030792154511|1344234253888
15393162789219|1030792154511|1344161126052
15393162790223|1030792154511|1344198670298
17592186044862|1030792154511|1344196470302
17592186045078|1030792154511|1344372334089
17592186045551|1030792154511|1344273426131
17592186045981|1030792154511|1344195826024
19791209300631|1030792154511|1344128896480
21990232556180|1030792154511|1344526588593
24189255811638|1030792154511|1344281477296
26388279067534|1030792154511|1344418215202
26388279067560|1030792154511|1344335040285
26388279067708|1030792154511|1344141443557
26388279068177|1030792154511|1344171807925
26388279068275|1030792154511|1344381606952
28587302322689|1030792154511|1344181436836
28587302323035|1030792154511|1344686075298
28587302323701|1030792154511|1344188210224
30786325577960|1030792154511|1344177253655
30786325578585|1030792154511|1344182886306
30786325578600|1030792154511|1344244734322
30786325578794|1030792154511|1344130640083
30786325579109|1030792154511|1344407841906
32985348833670|1030792154511|1347498027682
32985348834723|1030792154511|1345171767289
17592186044862|755914247752|1324430748804
772|893353201490|1333936743125
998|893353201490|1333878325259
8796093022435|893353201490|1334071425374
13194139533574|755914248535|1324924174550
2199023256437|755914249034|1346719413135
8796093023000|755914249034|1343451891267
21990232555834|755914249034|1331603377231
28587302322372|755914249034|1342517846515
8796093023000|687194772308|1343187566038
26388279067625|687194772312|1342906574955
21990232555834|1030792156016|1346550924073
21990232555834|549755818873|1341920220346
345|755914249112|1332661327943
2199023256418|755914249112|1332661703685
2199023256437|755914249112|1343268362132
8796093023000|755914249112|1332899940548
21990232555834|755914249112|1324344104865
345|755914249114|1332981423676
4398046511667|893353202648|1337327397525
13194139533535|687194772455|1341483442013
30786325578932|687194772455|1342485348229
4398046511667|618475295725|1335992772761
19791209301592|618475295725|1339687560796
21990232556410|618475295725|1323743943924
21990232556410|893353202683|1345627398601
8796093023493|893353202685|1337325008098
13194139533535|893353202697|1333963965069
19791209301592|893353202697|1347026450270
21990232556410|893353202697|1337951922436
19791209301592|893353202698|1347111027446
4398046511667|893353202712|1336866017270
30786325578932|893353202733|1342792241635
30786325578932|893353202740|1343017019886
13194139533535|1030792156221|1345994391915
8796093023493|687194772579|1323815449375
6597069768211|687194772613|1327161425402
17592186045896|755914249396|1341414468552
21990232555524|824633726158|1331905773207
459|962072679638|1342903093356
459|962072679641|1343391980582
6597069768211|962072679641|1341658915441
2199023256456|1030792156420|1344931247334
4398046511596|824633726301|1326284152423
4398046512142|824633726301|1326298186311
4398046512267|824633726301|1326427303039
4398046512356|824633726301|1326503469810
6597069768236|824633726301|1326405251331
2199023256418|755914249593|1320886631985
32985348834824|755914249686|1345040349808
30786325578932|412316866280|1342356212823
26388279067066|824633726721|1344674408891
2199023256668|549755819778|1343232927195
344|549755819781|1312842564700
2199023256530|549755819781|1315020673633
2199023256668|549755819781|1343208916839
26388279067066|549755819781|1337467202291
318|1030792156938|1346647443956
344|1030792156938|1346811537305
30786325579394|1030792156938|1346699321820
1050|343597389622|1331333052462
2199023256530|1030792156992|1347407921024
26388279067066|1030792156992|1347247693727
318|412316866404|1330733708005
344|412316866404|1301526412517
2199023255936|412316866404|1338142690511
2199023256668|412316866404|1321433798644
4398046511904|412316866404|1307546232448
6597069768211|412316866404|1301811426004
10995116279452|412316866404|1303239912138
15393162790400|412316866404|1325215054585
17592186045238|412316866404|1337965426449
26388279066885|412316866404|1343413701456
26388279067066|412316866404|1340504262230
26388279067086|412316866404|1333948034820
318|755914250101|1345259849991
344|755914250101|1323648029492
1050|755914250101|1331099256458
2199023255936|755914250101|1330613034402
6597069768211|755914250101|1341420789705
15393162790400|755914250101|1344935506291
17592186044425|755914250101|1347229624264
17592186045238|755914250101|1324505820525
26388279067086|755914250101|1347248737970
15393162790400|687194773386|1338867958805
2199023255936|343597389724|1333284015673
344|343597389725|1340743005107
1050|343597389725|1309938041488
2199023255936|343597389725|1333342979821
2199023256668|343597389725|1320224347567
6597069768211|343597389725|1318550972629
10995116279452|343597389725|1340589039135
15393162790400|343597389725|1323039251754
17592186045238|343597389725|1341295123979
26388279066885|343597389725|1336419123771
30786325578932|343597389725|1345121068546
6597069768211|343597389727|1318484354007
344|687194773428|1334364702115
2199023255936|687194773428|1341622262940
2199023256668|687194773428|1344547242526
4398046511904|687194773428|1340238516939
8796093023560|687194773428|1339782734167
10995116279452|687194773428|1323514646289
26388279067066|687194773428|1339367680032
30786325579394|687194773428|1344409279859
318|687194773454|1333882281283
318|962072680430|1344735958497
344|962072680430|1343606352050
1050|962072680430|1343622557774
4398046511904|962072680430|1347069315356
26388279067066|962072680430|1339575536031
2199023256668|1030792157170|1343225519116
6597069767836|824633727031|1329408151684
24189255811801|412316866833|1327277329596
1564|412316866845|1345724754874
24189255811801|755914250549|1343978505213
6597069767149|755914250550|1326001558142
13194139533500|755914250550|1331704291370
13194139534076|755914250550|1330568579215
13194139534520|755914250550|1343994256545
15393162789569|755914250550|1336306545633
1564|687194773822|1320486542558
2199023255869|687194773822|1326835712448
4398046511257|687194773822|1324649752271
6597069768324|687194773822|1333697665922
15393162789569|687194773822|1339522330806
15393162790400|687194773822|1346644018465
19791209300631|687194773822|1333652049035
19791209301592|687194773822|1321879796812
24189255811801|687194773822|1327756559116
26388279067534|687194773822|1338637922057
30786325578938|687194773822|1343835488607
6597069768324|343597390165|1318629285369
15393162790400|343597390166|1329143258166
2199023255869|274877913442|1329612626661
4398046511257|274877913442|1309571127777
6597069767149|274877913442|1301326759214
6597069767836|274877913442|1344137496855
6597069768324|274877913442|1286835638163
13194139533500|274877913442|1327916574990
13194139534520|274877913442|1315541072211
15393162790400|274877913442|1325624393430
19791209300796|274877913442|1339819704884
19791209301592|274877913442|1323060494975
30786325578938|274877913442|1341504995354
30786325578938|274877913449|1341414843898
1564|962072680819|1342454219800
2199023255869|962072680819|1342702174086
13194139534520|962072680819|1345805517584
15393162789569|962072680819|1341789000078
19791209300631|962072680819|1339363031926
19791209300796|962072680819|1339333607231
4398046511257|962072680830|1341986277391
6597069767836|962072680830|1346458494158
13194139534076|962072680830|1345502426167
15393162789569|962072680830|1347300667805
15393162790400|962072680830|1347293136290
26388279066664|962072680830|1345216313196
26388279067534|962072680830|1346250147038
28587302322431|962072680830|1343249801712
30786325578938|962072680830|1346953562844
4398046511257|962072680831|1341550662570
1564|618475297168|1340284059112
4398046511257|618475297168|1315211697258
6597069767836|618475297168|1316498952657
6597069768324|618475297168|1334404545985
13194139534076|618475297168|1320305960567
15393162789569|618475297168|1315975413999
19791209300631|618475297168|1345059176410
19791209300796|618475297168|1335897969997
19791209301592|618475297168|1340540840948
24189255811801|618475297168|1331100149373
26388279067534|618475297168|1335722764897
19791209300796|1030792157620|1347053997807
2199023255869|755914250689|1326639642279
13194139533500|755914250689|1342670454599
15393162790400|755914250689|1329808394654
19791209300796|755914250689|1333923235114
26388279066664|755914250689|1346254407986
26388279067534|755914250689|1337426883007
2199023255869|893353204166|1342122690373
2199023255869|206158436824|1309157985235
4398046511257|206158436824|1291335990959
6597069767149|206158436824|1303854412468
13194139533500|206158436824|1315593600475
13194139534520|206158436824|1319620982711
15393162789569|206158436824|1334905986463
19791209300631|206158436824|1325087860386
19791209300796|206158436824|1313668781688
19791209301592|206158436824|1322726288328
26388279067534|206158436824|1339799733211
2199023255869|412316867043|1345525754251
1564|412316867044|1311837254638
2199023255869|412316867049|1345704972808
15393162789569|412316867050|1329660895571
28587302322431|962072680947|1343041115574
13194139533500|687194774030|1317792457804
1564|687194774032|1329717164110
2199023255869|687194774032|1337063385160
4398046511257|687194774032|1318737991410
6597069768324|687194774032|1329973977774
13194139533500|687194774032|1318012060875
13194139534076|687194774032|1333113563850
15393162790400|687194774032|1340921353362
19791209300796|687194774032|1334671423584
19791209301592|687194774032|1321176007556
24189255811801|687194774032|1346304274277
26388279066664|687194774032|1346959273945
26388279067534|687194774032|1339867698917
26388279067669|687194774032|1335499581740
1564|962072680981|1347161407883
4398046511257|962072680981|1347234860736
19791209300796|962072680981|1342552614972
1564|549755820570|1324729443573
19791209301592|962072681010|1342183359923
4398046511257|481036343874|1339814989263
1564|481036343879|1315159435490
4398046511257|481036343879|1340068388953
6597069767149|481036343879|1300201996742
6597069768324|481036343879|1331462065538
15393162790400|481036343879|1310126135939
19791209300796|481036343879|1335983246384
24189255811801|481036343879|1342105909206
26388279066664|481036343879|1336927711863
26388279067534|481036343879|1342847533967
15393162790400|481036343880|1310337468945
19791209301592|343597390411|1326887233616
6597069768324|343597390416|1346002438733
4398046511257|755914250839|1341735287557
28587302323441|1030792157913|1343172048308
2199023256816|755914250996|1333998010475
2199023257034|755914250996|1333928086605
4398046512696|755914250996|1331130594253
6597069766998|755914250996|1338695900325
19791209300796|618475297551|1334597528777
6597069766998|412316867353|1332668357226
21990232555524|412316867362|1329555507555
1564|412316867365|1334170279556
2199023256077|274877913940|1299985203561
2199023256816|274877913940|1310253702691
870|274877913952|1326027539800
1564|274877913952|1327188127434
2199023256077|274877913952|1299743762170
2199023256816|274877913952|1309964214611
4398046512696|274877913952|1335574307277
13194139534076|274877913952|1343240514524
15393162788906|274877913952|1319934735763
15393162789093|274877913952|1324456439849
15393162790400|274877913952|1343210238943
17592186044532|274877913952|1314613183258
17592186045497|274877913952|1345359689605
17592186046041|274877913952|1330349683046
19791209300317|274877913952|1319596755709
19791209300796|274877913952|1335500956240
21990232555524|274877913952|1344229080646
21990232555650|274877913952|1321400264472
21990232556299|274877913952|1324921197027
21990232556811|274877913952|1335935868979
26388279068009|274877913952|1330673141908
15393162790400|481036344173|1320979670265
17592186044897|481036344221|1332971070453
17592186045497|481036344221|1326275678343
1564|481036344222|1340127594391
2199023257034|481036344222|1340993929150
6597069766846|481036344222|1331977133821
6597069766998|481036344222|1335578763767
13194139534076|481036344222|1305227157388
13194139534451|481036344222|1329533469031
15393162788906|481036344222|1338791368319
15393162789093|481036344222|1345041952127
15393162790400|481036344222|1310148279557
17592186044532|481036344222|1314721374643
17592186044897|481036344222|1332768053443
17592186045497|481036344222|1326343946809
21990232555524|481036344222|1331948742054
28587302323175|481036344222|1339491426779
28587302323441|481036344222|1346966641450
26388279068009|687194774442|1342540542997
1564|618475297728|1343724544134
2199023257034|618475297728|1340330010904
6597069766846|618475297728|1314884786121
13194139534451|618475297728|1330762662967
15393162788906|618475297728|1316731540228
17592186044532|618475297728|1344895930751
17592186045497|618475297728|1329350180825
17592186046041|618475297728|1316056942072
19791209300796|618475297728|1329438247877
21990232555650|618475297728|1342628618808
24189255812295|618475297728|1327576230273
1564|618475297734|1343754858125
2199023257034|618475297734|1340207995681
6597069766846|618475297734|1315022427100
13194139534451|618475297734|1330934557102
15393162788906|618475297734|1316861669323
17592186044532|618475297734|1344609319905
17592186045497|618475297734|1329643517825
17592186046041|618475297734|1316012662069
19791209300796|618475297734|1329455462699
21990232555650|618475297734|1342575085414
24189255812295|618475297734|1327784643962
17592186044532|893353204705|1334844779494
2199023256077|274877914089|1332902183258
870|549755821056|1338185688367
21990232556299|549755821058|1335873872885
19791209301121|412316867633|1312630131721
17592186044868|893353204942|1346333807558
17592186045864|893353204942|1347127191757
19791209300507|893353204942|1339095088845
19791209301121|893353204942|1341399928409
19791209301121|893353204951|1341418302138
150|1030792158429|1344353417556
870|1030792158429|1345985102915
4398046511667|1030792158429|1346399968689
8796093023234|1030792158429|1346228178292
10995116278757|1030792158429|1345087565529
10995116279390|1030792158429|1346310652637
13194139534730|1030792158429|1346647762935
15393162790347|1030792158429|1345883704222
21990232556220|1030792158429|1344544557750
24189255811566|1030792158429|1344979642387
30786325578932|1030792158429|1344157485491
10995116278757|893353204993|1343036884242
15393162790347|893353204993|1341248635589
17592186044868|893353204993|1346405998869
19791209301121|893353204993|1341323387420
24189255811566|893353204993|1340429040163
24189255811663|893353204993|1342169743596
28587302323655|962072681738|1341960775595
26388279068206|962072681742|1342470322108
26388279068269|412316867880|1344072431044
26388279067952|893353205038|1337729727058
2199023257206|893353205045|1341756942941
4398046511177|893353205045|1346245358908
4398046512548|893353205045|1347300670769
6597069768211|893353205045|1337075038936
8796093023234|893353205045|1346514272000
2199023256236|893353205052|1341900266337
2199023256816|893353205052|1343886174496
2199023257206|893353205052|1341678470118
4398046511177|893353205052|1346061334725
6597069768211|893353205052|1337031522472
8796093023234|893353205052|1346586452136
15393162789093|893353205052|1335851124360
15393162789815|893353205052|1338419585097
17592186044868|893353205052|1344644572785
17592186045864|893353205052|1341329386924
24189255811566|893353205052|1344542620204
26388279066936|893353205052|1345557966669
26388279067625|893353205052|1344907611650
19791209300608|687194774877|1341626748847
19791209300961|687194774877|1322949304809
26388279067734|343597391245|1346197977429
870|412316867984|1316448485443
2199023256236|412316867984|1342188696143
2199023256472|412316867984|1326139662924
2199023257232|412316867984|1345765499148
4398046511177|412316867984|1310862639999
4398046511667|412316867984|1326176646042
4398046512142|412316867984|1346862054626
4398046512356|412316867984|1309128037009
4398046512548|412316867984|1328203537691
6597069768211|412316867984|1337304981612
8796093023234|412316867984|1303755825889
10995116278259|412316867984|1327725101098
10995116278757|412316867984|1337506158922
15393162789093|412316867984|1325383875425
17592186044868|412316867984|1326544361320
19791209300507|412316867984|1340270985424
19791209300608|412316867984|1330865617190
19791209300961|412316867984|1335457131102
19791209301121|412316867984|1345408978901
21990232556220|412316867984|1330274108786
24189255811566|412316867984|1342511019663
24189255811663|412316867984|1338474691955
26388279067734|412316867984|1337860280396
26388279067952|412316867984|1332797234704
26388279068206|412316867984|1344436537432
28587302322854|687194775111|1335450050258
30786325578585|687194775111|1341533587091
30786325578737|687194775111|1340584962175
30786325579121|687194775111|1339561344202
30786325579180|687194775111|1338680535505
15393162788893|687194775444|1319135952721
15393162788893|343597391889|1303433691788
15393162789575|343597391889|1302897219496
15393162789604|343597391889|1302558504671
15393162789769|343597391889|1305918663189
15393162789951|343597391889|1301928202760
17592186044868|343597391889|1310625763437
17592186044991|343597391889|1307803390839
17592186045405|343597391889|1307514361168
17592186045813|343597391889|1309320428888
19791209300831|343597391889|1314302664950
21990232555834|343597391889|1320583432824
21990232555940|343597391889|1318982224783
21990232556410|343597391889|1317831007546
21990232556476|343597391889|1319013220121
21990232556826|343597391889|1320929369170
21990232557079|343597391889|1318981872220
24189255811719|343597391889|1325820065704
24189255811940|343597391889|1326294102972
24189255812045|343597391889|1326359677862
24189255812629|343597391889|1321833974330
24189255812657|343597391889|1326322598530
24189255812733|343597391889|1326079606721
26388279067478|343597391889|1329604637312
26388279067708|343597391889|1330173623591
26388279067734|343597391889|1329754442328
26388279067796|343597391889|1329090406364
26388279067952|343597391889|1331465318126
26388279068275|343597391889|1331256099293
28587302322471|343597391889|1337488080763
28587302322854|343597391889|1335384821496
30786325578585|343597391889|1341651235777
30786325578737|343597391889|1340311523856
30786325579121|343597391889|1339290208236
30786325579180|343597391889|1338433014363
32985348833438|343597391889|1343403234492
32985348833548|343597391889|1344498922195
32985348833559|343597391889|1345708428174
32985348833653|343597391889|1344256817393
32985348834375|343597391889|1343481229406
32985348834824|343597391889|1344612145592
24189255812629|412316868671|1321531616653
17592186045813|893353206842|1335400558214
19791209300831|893353206842|1343425970163
17592186044868|893353206842|1341184712164
2199023256418|893353206842|1335754522719
6597069766678|893353206842|1335484343440
6597069767300|893353206842|1335482131843
32985348834096|893353206842|1343636602132
15393162790395|893353206842|1335730706724
32985348834824|893353206842|1345055145603
2199023255952|893353206842|1335839655326
2199023255981|893353206842|1335446184672
6597069766725|893353206842|1335951320856
15393162788893|893353206842|1335562702866
21990232556476|893353206842|1335772180527
150|893353206842|1335428612484
24189255811940|893353206842|1337121740978
1509|893353206842|1335745794998
21990232557097|893353206842|1343958904209
